sentence	lemma
He became only the second French president to lose a referendum , following in the footsteps of his political mentor , Charles de Gaulle .	he become only the second french president to lose a referendum , follow in the footstep of he political mentor , Charles de Gaulle .
And a defiant Souness insisted he is on Tyneside for the long haul .	and a defiant Souness insist he be on Tyneside for the long haul .
Secretary of State Condoleezza Rice made it ` ` quite clear that we , and others , are watching how Syria behaves itself Zoellick told reporters .	secretary of State Condoleezza Rice make it ` ` quite clear that we , and other , be watch how Syria behave itself Zoellick tell reporter .
SAN JUAN , Puerto Rico May 10 , 2005 â€ ” A migrant adrift at sea with 66 others on Tuesday called 911 and guided a U.S. helicopter to their boat , an official said .	"SAN JUAN , Puerto Rico May 10 , 2005 â€ "" a migrant adrift at sea with 66 other on Tuesday call 911 and guide a U.S. helicopter to they boat , a official say ."
A foiled robbery left three heavily - armed burglars dead and another three seriously injured following a high - speed chase with security guards and police in Pretoria .	a foil robbery leave three heavily - armed burglar dead and another three seriously injure follow a high - speed chase with security guard and police in Pretoria .
May 14 , 2003 - Software provides unified messaging .	May 14 , 2003 - Software provide unified message .
That could obviously be a big problem , he said .	that could obviously be a big problem , he say .
He attended Rhodes when it was Southwestern and played football and basketball , earning Tenn . Sportsman of the Year in 1956 .	he attend Rhodes when it be southwestern and play football and basketball , earning Tenn . sportsman of the Year in 1956 .
The result is a divine compromise that suits both Katherine and Nicholas .	the result be a divine compromise that suit both Katherine and Nicholas .
Wait , there he is now , in the boardroom , sitting across from General Partner Jeff Moorad , discussing possible roster additions and offering his opinion of a potential midseason trade .	wait , there he be now , in the boardroom , sit across from General Partner Jeff Moorad , discuss possible roster addition and offer he opinion of a potential midseason trade .
"Although Portals travelled the whole of Malaysia to perform to only Bahai members , one well - meaning member at the non - member show had insisted that I view it "" like any other theatre performances "" ."	"although portal travel the whole of Malaysia to perform to only Bahai member , one well - meaning member at the non - member show have insist that I view it "" like any other theatre performance "" ."
There was an approximate 38 percent voter turnout .	there be a approximate 38 percent voter turnout .
For the COG sector , IST plans to raise its capacity by a million units per quarter and aims for a 12 million units monthly capacity by year - end .	for the cog sector , IST plan to raise its capacity by a million unit per quarter and aim for a 12 million unit monthly capacity by year - end .
If we have that worst day , and the tire is worn and you have a flat tire in the wrong place in traffic , next to a truck going 90 mph , could you get killed ?	if we have that worst day , and the tire be wear and you have a flat tire in the wrong place in traffic , next to a truck go 90 mph , could you get kill ?
"For Mr. Campbell 's Liberals , fitness and recreation means paying more and getting less . """	"for Mr. Campbell 's Liberals , fitness and recreation mean pay more and get less . """
Fulham and Newcastle hope to end a disappointing campaign in rousing style , and can start with three points at Craven Cottage .	Fulham and Newcastle hope to end a disappointing campaign in rouse style , and can start with three point at Craven Cottage .
As long as the U.S. retains a forward posture in the Asia - Pacific region , Japan is likely to remain its closest ally there and eschew independent nuclear capabilities .	as long as the U.S. retain a forward posture in the Asia - Pacific region , Japan be likely to remain its closest ally there and eschew independent nuclear capability .
Burroughs ' replacement at third , Geoff Blum , batting in Loretta 's No . 2 spot , went 6 - for - 14 in the series sweep of the Giants , scored four runs and had two RBIs .	Burroughs 's replacement at third , Geoff Blum , batting in Loretta 's no . 2 spot , go 6 - for - 14 in the series sweep of the Giants , score four run and have two rbis .
Parsons said companies could make money by requiring residents or business owners to pay a premium to have a number with the more recognizable 310 area code .	Parsons say company could make money by require resident or business owner to pay a premium to have a number with the more recognizable 310 area code .
The board agreed to delay the painting project .	the board agree to delay the painting project .
The Rotaryâ€ ™ s proceeds will benefit the annual Fall Festival on Centralia Halloween Parade Day , and the other participating groups also will share in the profits , he said .	the Rotaryâ€ ™ 's proceed will benefit the annual fall Festival on Centralia Halloween Parade Day , and the other participate group also will share in the profit , he say .
SWAN 'S ISLAND , Maine - Leading into his Palm Sunday sermon at Swan 's Island Baptist Church , the Rev. Gary DeLong told the nearly three dozen worshippers that ministers looking to fill their pews will try anything from gentle prodding to advertising .	SWAN 's ISLAND , Maine - lead into he Palm Sunday sermon at Swan 's Island Baptist Church , the Rev. Gary DeLong tell the nearly three dozen worshipper that minister look to fill they pews will try anything from gentle prodding to advertising .
China is a nation galvanized by its successful 2003 entry into manned space flight , only the third nation in history to put together the manpower , resources , knowledge and political will to launch a human into orbit and successfully return him to Earth .	China be a nation galvanize by its successful 2003 entry into manned space flight , only the third nation in history to put together the manpower , resource , knowledge and political will to launch a human into orbit and successfully return he to Earth .
They said the crack was so small it did n't need to be dealt with and we could fly as is , said Kennedy Space Centre spokesman Bruce Buckingham .	they say the crack be so small it do not need to be deal with and we could fly as be , say Kennedy Space Centre spokesman Bruce Buckingham .
The National Wood Flooring Association opened its four - day annual conference at the Hawai'i Convention Center yesterday .	the National Wood Flooring Association open its four - day annual conference at the Hawai'i Convention Center yesterday .
No doubt , that is for sure .	no doubt , that be for sure .
Jeffrey Skolnick , director of the New York university 's Center for Excellence in Bioinformatics , said getting a powerful environment with industry - standard equipment is crucial for an institution like his .	Jeffrey Skolnick , director of the New York university 's Center for Excellence in bioinformatic , say get a powerful environment with industry - standard equipment be crucial for a institution like he .
Park naturalist Kathy Donnell leads the program , which started on Saturday with a lesson about birds how fast some can fly , how far some can see , and how to use binoculars to observe them .	Park naturalist Kathy Donnell lead the program , which start on Saturday with a lesson about bird how fast some can fly , how far some can see , and how to use binocular to observe they .
Road weary , they pull into a field off of a country road and pitch tents .	Road weary , they pull into a field off of a country road and pitch tent .
Words ca n't come close to describe how wonderful she is .	word can not come close to describe how wonderful she be .
They can also be heard on KGO Radio on Mondays , Wednesdays and Thursdays .	they can also be hear on KGO Radio on Mondays , Wednesdays and Thursdays .
Guerrero walked with two outs in the eighth , stole second and scored on Anderson 's single to center .	Guerrero walk with two out in the eighth , steal second and score on Anderson 's single to center .
In our own community of believers how do we rate the importance of the three foundations of the Church ?	in we own community of believer how do we rate the importance of the three foundation of the church ?
Odds are Gang of Four influenced that hot new dance - punk band you love .	odd be gang of four influence that hot new dance - punk band you love .
Previously , one size used to fit all . 6960 He noted that the rooms could create additional options during special events or games . 6961 Angello was part of a group of Lehigh County school superintendents who wrote to the Lehigh Valley Business / Education Partnership , asking for it s help in moving the day	previously , one size use to fit all . 6960 he note that the room could create additional option during special event or game . 6961 Angello be part of a group of Lehigh County school superintendent who write to the Lehigh Valley Business / Education Partnership , ask for it 's help in move the day
Carr is nothing if not consistent when it comes to public prognostications of future events .	Carr be nothing if not consistent when it come to public prognostication of future event .
It is also taking measures to prevent firms becoming insolvent .	it be also take measure to prevent firm become insolvent .
"Public records show McGowan and his wife , Karen , bought the 4.5 - acre property and 3,331 - square - foot ranch house for $ 425,000 in 2000 . Neighbors were shocked by the scene unfolding nearby . """	"Public record show McGowan and he wife , Karen , buy the 4.5 - acre property and 3,331 - square - foot ranch house for $ 425,000 in 2000 . neighbor be shocked by the scene unfold nearby . """
"Life is n't full of parties for the Keane - eyed moppet , though , who uses the track as an opportunity to hand out "" a confession of venom . """	"life be not full of party for the Keane - ey moppet , though , who use the track as a opportunity to hand out "" a confession of venom . """
Maurys Castillo demonstrated his form and quality with a run of 1:48.95 to win the menâ€ ™ s 800 m .	Maurys Castillo demonstrate he form and quality with a run of 1:48.95 to win the menâ€ ™ 's 800 m .
EMP Liquid Lounge Bandwidth : Levator , Yankee El Dorado , Robert Deeble at 10 p.m.	EMP liquid Lounge bandwidth : Levator , Yankee El Dorado , Robert Deeble at 10 p.m.
Also finishing fourth were Josh Parrett and Kyle Williams in Kata and Kobudo .	also finish fourth be Josh Parrett and Kyle Williams in Kata and Kobudo .
I create functional pottery pieces such as mugs , goblets , plates and casserole dishes .	I create functional pottery piece such as mug , goblet , plate and casserole dish .
But we have a nice TV contract for Thursday night .	but we have a nice tv contract for Thursday night .
"He says , "" Chicago totally pulled me out of that spell ."	"he say , "" Chicago totally pull I out of that spell ."
In return for getting a percentage of each ticket sale , the Transit Department will provide space for Adirondack Trailways to store its buses .	in return for get a percentage of each ticket sale , the Transit Department will provide space for Adirondack Trailways to store its bus .
Like Ms. Chang , I grew up with parents who lived through the terrors of war and conflict .	like Ms. Chang , I grow up with parent who live through the terror of war and conflict .
"This is about rethinking the way our schools work . """	"this be about rethink the way we school work . """
A show displaying the fashion of Chanel , one of the most influential and recognisable fashion houses of the 20th century , debuts this week at New York 's Metropolitan Museum of Art .	a show display the fashion of Chanel , one of the most influential and recognisable fashion house of the 20th century , debut this week at New York 's Metropolitan Museum of Art .
We 've been watching this pretty closely .	we have be watch this pretty closely .
Recently , the administration invited sociologists and psychiatrists to study the problem and recommend measures to check the grisly trend but the initiative did not produce results .	recently , the administration invite sociologist and psychiatrist to study the problem and recommend measure to check the grisly trend but the initiative do not produce result .
MOSCOW , May 25 ( Itar - Tass ) -- A man has climbed to the roof of a building in a central Moscow street to warn everybody he will commit suicide , if he is denied a meeting with the Russian leadership .	MOSCOW , May 25 ( Itar - Tass ) -- a man have climb to the roof of a building in a central Moscow street to warn everybody he will commit suicide , if he be deny a meeting with the russian leadership .
There was a lot of misunderstanding , which began after Beatrize Braga died and her children took over , he said .	there be a lot of misunderstanding , which begin after Beatrize Braga die and she child take over , he say .
Among the artifacts on view are a narrow white coffin strap , painted with Masonic symbols , used to lower Washington 's body into the tomb at Mount Vernon .	among the artifact on view be a narrow white coffin strap , paint with masonic symbol , use to lower Washington 's body into the tomb at Mount Vernon .
The first three platforms are presently grouped in one route - relay interlocking system .	the first three platform be presently group in one route - relay interlocking system .
In 1924 , President Calvin Coolidge proclaimed the third Sunday in June as Father 's Day .	in 1924 , President Calvin Coolidge proclaim the third Sunday in June as Father 's Day .
The officer , whose name had not been released late Saturday , is a 20 - year police veteran .	the officer , whose name have not be release late Saturday , be a 20 - year police veteran .
â€ œ When it comes to summer feeding programs , Warwick has some kind of a hearing loss , â€ said Lela Coons , a Warwick resident who also attended the rally .	â€ œ when it come to summer feeding program , Warwick have some kind of a hearing loss , â€ say Lela Coons , a Warwick resident who also attend the rally .
More discussion is needed , regardless of how you feel about these issues , said Father Paul Rossi , 56 , the pastor at the Church of Saint Raphael .	more discussion be need , regardless of how you feel about these issue , say Father Paul Rossi , 56 , the pastor at the Church of Saint Raphael .
"That 's the beauty of "" Lost , "" the fact that it relies on uncertainty and keeping its audience 's thought processes off balance ."	"that be the beauty of "" lose , "" the fact that it rely on uncertainty and keep its audience 's thought process off balance ."
Wenger has now reiterated his determination to keep hold of his current squad , despite uncertainty over the futures of not only Henry , but also Ashley Cole and Jose Antonio Reyes .	Wenger have now reiterate he determination to keep hold of he current squad , despite uncertainty over the future of not only Henry , but also Ashley Cole and Jose Antonio Reyes .
After months of negotiations , she struck a deal with HarperCollins to publish the book , which is expected in late summer or early fall .	after month of negotiation , she strike a deal with HarperCollins to publish the book , which be expect in late summer or early fall .
Both found jobs after completing the program .	both find job after complete the program .
"Nick Ut / Associated PressMarine Manuel Garcia , a Vietnam veteran , pays his respects at the "" Arlington West "" memorial in Santa Monica , Calif. , on Monday ."	"Nick Ut / Associated PressMarine Manuel Garcia , a Vietnam veteran , pay he respects at the "" Arlington West "" memorial in Santa Monica , Calif. , on Monday ."
I said that no P - 5 member opposed the principle of the veto being in the hands of the new permanent members , namely the charter right of the veto , said Sen.	I say that no p - 5 member oppose the principle of the veto be in the hand of the new permanent member , namely the charter right of the veto , say Sen.
FAA approval that allows passengers to surf the Internet while riding through the sky .	FAA approval that allow passenger to surf the internet while ride through the sky .
Ganguly would be keen to silence his detractors not only with a big score but by leading his team to an unassailable 3 - 1 lead .	Ganguly would be keen to silence he detractor not only with a big score but by lead he team to a unassailable 3 - 1 lead .
If you play in this industry you will have to abide by the code , and if you pull a spam there will be consequences depending on who you are and how many times you have done it , â€ Perlman says .	if you play in this industry you will have to abide by the code , and if you pull a spam there will be consequence depend on who you be and how many time you have do it , â€ Perlman say .
The intersection was designed for about 20,000 cars per day , Wang said , and today it carries nearly double that .	the intersection be design for about 20,000 car per day , wang say , and today it carry nearly double that .
Some superstars get so full of themselves , but Ric has never been anything but a gentleman .	some superstar get so full of themselves , but Ric have never be anything but a gentleman .
Heaps of rubble , apparently torn from the old brick building , lay in the yard .	heap of rubble , apparently tear from the old brick building , lay in the yard .
Superkids and the pulmonary division at Wishard .	superkid and the pulmonary division at Wishard .
The dollar bought 105.27 Japanese yen , up from 104.83 yen .	the dollar buy 105.27 japanese yen , up from 104.83 yen .
The White Steel also features two alignment lines located on the top of the two - ball area .	the White Steel also feature two alignment line locate on the top of the two - ball area .
GM last month reported its deepest quarterly loss in more than a decade â€ ” $ 1.1 billion .	"GM last month report its deepest quarterly loss in more than a decade â€ "" $ 1.1 billion ."
According to the school , the MBITA will develop and deliver a training program on exporting , while the USEAC and the Marina Technology Cluster will provide clients and assist with consultation .	accord to the school , the MBITA will develop and deliver a training program on exporting , while the USEAC and the Marina technology cluster will provide client and assist with consultation .
She is a trainer for the Peopleâ€ ™ s Institute , but not in Guilford County workshops , Hayes said .	she be a trainer for the Peopleâ€ ™ 's Institute , but not in Guilford County workshop , Hayes say .
On Tuesday morning , the 1 - year - old girl was sitted on the lap of grandma Linda Collier , next to her mom Stacy Davis , and looking just beautiful in The Early Show studio .	on Tuesday morning , the 1 - year - old girl be sit on the lap of grandma Linda Collier , next to she mom Stacy Davis , and look just beautiful in the early show studio .
Casey Sheehan , in the Iraq war .	Casey Sheehan , in the Iraq war .
Municipal representatives and school administrators teamed up in an effort to showcase the community at a homebuyersâ€ ™ fair that was held at the Park Avenue Elementary School on April 16 .	municipal representative and school administrator team up in a effort to showcase the community at a homebuyersâ€ ™ fair that be hold at the Park Avenue Elementary School on April 16 .
Prochaska , assistant professor of astronomy and astrophysics at the University of California , Santa Cruz , who coordinated the Keck spectroscopy effort .	Prochaska , assistant professor of astronomy and astrophysics at the University of California , Santa Cruz , who coordinate the Keck spectroscopy effort .
Canini lost her husband , Pio , in the crash .	Canini lose she husband , Pio , in the crash .
She was born April 25 , 1920 , in Martinville .	she be bear April 25 , 1920 , in Martinville .
If you are interested in portraying a person in the 2005 Candlelight Cemetery Tour on Oct. 1 . 2005 , in the Gallatin City Cemetery , please attend one of two audition sessions .	if you be interested in portray a person in the 2005 Candlelight Cemetery Tour on Oct. 1 . 2005 , in the Gallatin City Cemetery , please attend one of two audition session .
Emphasize student health , improving physical activity and school meals .	emphasize student health , improve physical activity and school meal .
Julio Franco hit two home runs and Andruw Jones hit his National League - leading 19th blast as the Braves posted a 6 - 1 victory over the Cincinnati Reds .	Julio Franco hit two home run and Andruw Jones hit he National League - lead 19th blast as the Braves post a 6 - 1 victory over the Cincinnati Reds .
March saw a slight uptick , with passenger vehicle sales rising 2.48 percent in the month to 256,000 , but demand has clearly slowed .	March see a slight uptick , with passenger vehicle sale rise 2.48 percent in the month to 256,000 , but demand have clearly slowed .
Overall pro - forma volumes on a comparable basis were disappointing , she said . Herzog also called O'Neill 's departure premature .	overall pro - forma volume on a comparable basis be disappointing , she say . Herzog also call O'Neill 's departure premature .
The Spaniard will meet countryman Alberto Martin , who beat Luis Horna of Peru 6 - 1 , 6 - 3 .	the Spaniard will meet countryman Alberto Martin , who beat Luis Horna of Peru 6 - 1 , 6 - 3 .
If the above - mentioned three aspects are definitely improved one by one , the flow of foreign investment to Bangladesh should increase automatically .	if the above - mention three aspect be definitely improve one by one , the flow of foreign investment to Bangladesh should increase automatically .
But Mickelson is playing with something different going into this Masters - the knowledge that he already has a green jacket .	but Mickelson be play with something different go into this Masters - the knowledge that he already have a green jacket .
Meanwhile , there has been a massive step up in the roll - out of JJB 's health clubs .	meanwhile , there have be a massive step up in the roll - out of JJB 's health club .
Six to eight trains , including Thomas the Tank Engine and a 70 - car grain train , will wind their way through the tracks .	six to eight train , include Thomas the Tank engine and a 70 - car grain train , will wind they way through the track .
"A shop assistant who has seen his technique reveals : "" He will wait in shops , in view of the windows , until a crowd has gathered outside ."	"a shop assistant who have see he technique reveal : "" he will wait in shop , in view of the window , until a crowd have gather outside ."
After graduation , he worked for the Co - op as a furnace installer and repairman .	after graduation , he work for the Co - op as a furnace installer and repairman .
News of Soto 's positive test rocked the Goldeyes last month , and the organization continued to have trouble dealing with the matter on the first day of practice yesterday .	news of Soto 's positive test rock the Goldeyes last month , and the organization continue to have trouble deal with the matter on the first day of practice yesterday .
He told Chandigarh Tribune that the situation was going from bad to worse as the agitating workers who had sat on a dharna outside the unit were now intimidating the workers who had not joined them .	he tell Chandigarh Tribune that the situation be go from bad to worse as the agitate worker who have sit on a dharna outside the unit be now intimidating the worker who have not join they .
Free of record label disputes and a troubled marriage , Michelle Shocked is back on a creative streak and ready to drop not one , not two , but three new records on her fans .	free of record label dispute and a troubled marriage , Michelle Shocked be back on a creative streak and ready to drop not one , not two , but three new record on she fan .
On Tuesday , Belmont County Job and Family Services Director Dwayne Pielech defended the stipend by saying that it is a one - time only benefit .	on Tuesday , Belmont County Job and Family Services Director Dwayne Pielech defend the stipend by say that it be a one - time only benefit .
Museum ; Professor Svante Lindqvist , Director of the Nobel Museum ; Mr.	Museum ; professor Svante Lindqvist , director of the Nobel Museum ; Mr.
He moved his way down the line of people , stopping at each one . 7035 At first , the Federal Way - based wood products company just wanted a national venue to showcase its all - weather outdoor decking and indoor wood planking . 7036 Lawmakers approved the measure in a bid to prevent domestic	he move he way down the line of people , stop at each one . 7035 at first , the Federal Way - base wood product company just want a national venue to showcase its all - weather outdoor decking and indoor wood planking . 7036 lawmaker approve the measure in a bid to prevent domestic
The arena was totally renovated for the world championship and now seats 7,140 for hockey .	the arena be totally renovate for the world championship and now seat 7,140 for hockey .
Previous team achievements include the first - ever powered flight tests of a liquid - propellant aerospike engine and composite cryogenic propellant tankage for liquid oxygen .	previous team achievement include the first - ever power flight test of a liquid - propellant aerospike engine and composite cryogenic propellant tankage for liquid oxygen .
Caracas Prefect Carlos Delgado announced that 1,800 police had been deployed by the different municipal governments around the capital to guard the pro - Chavez march .	Caracas Prefect Carlos Delgado announce that 1,800 police have be deploy by the different municipal government around the capital to guard the pro - Chavez march .
You can modify them and they are n't synchronized so they 're fast , too .	you can modify they and they be not synchronize so they be fast , too .
You ca n't run .	you can not run .
Mulder also was a strong hitter at Michigan State .	Mulder also be a strong hitter at Michigan State .
USDA Rural Development 's mission is to deliver programs in a way that will support increasing economic opportunity and improve the quality of life of rural residents .	USDA Rural development 's mission be to deliver program in a way that will support increase economic opportunity and improve the quality of life of rural resident .
The survival skills discussed and practiced were signaling for help , finding water , starting a fire , building shelter , gathering food and packing a survival pack .	the survival skill discuss and practice be signal for help , find water , start a fire , building shelter , gather food and pack a survival pack .
He is a likeable sort of horse who carries himself really well and he handled the course without a problem .	he be a likeable sort of horse who carry himself really well and he handle the course without a problem .
But commercial commitments to the project were withdrawn , according to a company spokesman , and now the application is being filed as an expansion project for SNG .	but commercial commitment to the project be withdraw , accord to a company spokesman , and now the application be be file as a expansion project for SNG .
According to the report , the boy said she picked up a candlestick and threw it at him , striking him in the head .	accord to the report , the boy say she pick up a candlestick and throw it at he , strike he in the head .
Racism has been more overt in Europe , where most of Brazil 's top stars play .	racism have be more over in Europe , where most of Brazil 's top star play .
The analyst noted the company can return ` ` above average profit growth on limited revenue growth Freedman does n't own shares of Freescale and American Technology does n't offer investment banking services .	the analyst note the company can return ` ` above average profit growth on limited revenue growth Freedman do not own share of Freescale and American technology do not offer investment banking service .
Twelve firearms and 27 bombs were recovered from them .	twelve firearm and 27 bomb be recover from they .
Instead , a blind draw is used to pair horse and rider in order to specifically reward horsemanship .	instead , a blind draw be use to pair horse and rider in order to specifically reward horsemanship .
"There 's not going to be any overnight fix , "" Kildee said ."	"there be not go to be any overnight fix , "" Kildee say ."
It was sponsored by Carnegie Hall 's Weill Music Institute from New York and Duquesne University .	it be sponsor by Carnegie Hall 's Weill Music Institute from New York and Duquesne University .
The Government had said that the torching of the Sabarmati Express in Godhra was a pre - planned terrorist attack pursuant to a conspiracy to attack ` kar sevaks ' on that train .	the government have say that the torching of the Sabarmati Express in Godhra be a pre - plan terrorist attack pursuant to a conspiracy to attack ` kar sevak ' on that train .
"We have a pretty advanced water treatment plant , "" LaMew said ."	"we have a pretty advanced water treatment plant , "" LaMew say ."
Five or six wins in the Big East does not a program make .	five or six win in the Big East do not a program make .
She said Wednesday the city attorney has been in negotiations with Sartain . Wilbanks ' family has said she entered a medical facility after her return but did not say where .	she say Wednesday the city attorney have be in negotiation with Sartain . Wilbanks 's family have say she enter a medical facility after she return but do not say where .
Were both those taxes still being collected , they would be generating more than the $ 2.67 million from the proposed 1.5 percent income tax .	be both those tax still be collect , they would be generate more than the $ 2.67 million from the propose 1.5 percent income tax .
When a new conference room was built , the late - night sports guys turned the table into a Nerf Ping - Pong game until the editor made an unexpected midnight appearance .	when a new conference room be build , the late - night sport guy turn the table into a Nerf Ping - Pong game until the editor make a unexpected midnight appearance .
THE son of Supreme Court Chief Justice Hilario Davide Jr. has , on his own volition , excluded himself from the grant of a special allowance to certain high court officials .	the son of Supreme Court Chief Justice Hilario Davide Jr. have , on he own volition , exclude himself from the grant of a special allowance to certain high court official .
He has banged in 34 goals in the predominantly semi - professional league this season against Henry 's 25 .	he have bang in 34 goal in the predominantly semi - professional league this season against Henry 's 25 .
Solomon recently started migrating from providing LCD driver ICs for smaller - size to large - size applications last month .	Solomon recently start migrate from provide lcd driver ic for smaller - size to large - size application last month .
Your only defense is to save , save , save .	you only defense be to save , save , save .
Torre will send Randy Johnson out to pitch tonight against knuckleballer Tim Wakefield .	Torre will send Randy Johnson out to pitch tonight against knuckleballer Tim Wakefield .
Crotta finished the game for his first save , holding the Yellow Jackets ( 34 - 13 ) hitless while yielding one walk and fanning four .	Crotta finish the game for he first save , hold the Yellow Jackets ( 34 - 13 ) hitless while yield one walk and fan four .
The Pope&rsquo ;s first major health scare was when he was shot in the stomach in 1981 in an assassination attempt .	the Pope&rsquo ;s first major health scare be when he be shoot in the stomach in 1981 in a assassination attempt .
Almost one year after terminating the Elizabethton City Schoolsâ€ ™ lease due to space needs , a medical office building owned by Mountain States Health Alliance on Bemberg Drive that housed the school systemâ€ ™ s pre - K program remains empty .	almost one year after terminate the Elizabethton City Schoolsâ€ ™ lease due to space need , a medical office building own by Mountain States Health Alliance on Bemberg Drive that house the school systemâ€ ™ 's pre - k program remain empty .
For our population , we should have 60 officers , he said .	for we population , we should have 60 officer , he say .
The apparent buyer is the Caribbean Shipping and Marine Services firm of Flushing , N.Y.	the apparent buyer be the Caribbean shipping and Marine Services firm of Flushing , N.Y.
It has emerged that the State Examinations Commission changed a question that was contained in today 's Ordinary Level Leaving Certificate Irish Paper .	it have emerge that the State Examinations Commission change a question that be contain in today 's Ordinary level leave certificate irish Paper .
He faced 81 balls with two sixes and four fours .	he face 81 ball with two six and four four .
Across the state , where the snowfall obviously varies quite a bit , PennDOT 's snow removal costs for 2004 - 05 totaled $ 174.5 million .	across the state , where the snowfall obviously vary quite a bit , PennDOT 's snow removal cost for 2004 - 05 total $ 174.5 million .
"But Bates said there was "" no doubt ' ' Horton had forced his way into the business ."	"but Bates say there be "" no doubt ' ' Horton have force he way into the business ."
Richie trains all levels of fliers in a relaxed atmosphere , where beginners receive plenty of encouragement .	Richie train all level of flier in a relaxed atmosphere , where beginner receive plenty of encouragement .
The first - quarter GDP figures for France came out on Friday , showing just 0.2 per cent growth .	the first - quarter gdp figure for France come out on Friday , show just 0.2 per cent growth .
Henin - Hardenne will face Nadia Petrova of Russia in the final .	Henin - Hardenne will face Nadia Petrova of Russia in the final .
On Feb. 18 , 2005 , Florida Gov. Jeb Bush ( l ) , Ford Motor Co. Chairman and CEO Bill Ford ( r ) , and Secretary Colleen M. Castille of the Dept . of broke ground on Floridas first hydrogen Fueling Station in Orlando .	on Feb. 18 , 2005 , Florida Gov. Jeb Bush ( l ) , Ford Motor Co. Chairman and ceo Bill Ford ( be ) , and Secretary Colleen M. Castille of the Dept . of break ground on Floridas first hydrogen Fueling Station in Orlando .
The National Older Worker Career Center says more employers would be smart to retain and hire older workers , not just because of the demographics , but because it 's been proven that older employees are terrific workers .	the National older Worker Career Center say more employer would be smart to retain and hire older worker , not just because of the demographic , but because it be be prove that older employee be terrific worker .
Ms. Cabrera moved from Mexico to the United States about six years ago , they said .	Ms. Cabrera move from Mexico to the United States about six year ago , they say .
Combine ingredients and stir well .	combine ingredient and stir well .
"I do n't know the difference between that and just cold - blooded murder , "" an outraged Mayor Bloomberg said late last month ."	"I do not know the difference between that and just cold - blood murder , "" a outraged Mayor Bloomberg say late last month ."
Meanwhile there was support for Ferguson 's position from one of his main rivals , Jose Mourinho , the Portuguese manager of championship winning Chelsea .	meanwhile there be support for Ferguson 's position from one of he main rival , Jose Mourinho , the portuguese manager of championship win Chelsea .
Chiang may have made it in life but he is still very hands - on , going so far as to conceptualise the layout in all the critical areas from kitchen to dining hall .	Chiang may have make it in life but he be still very hand - on , go so far as to conceptualise the layout in all the critical area from kitchen to dining hall .
The company owns 568 U.S. restaurants .	the company own 568 U.S. restaurant .
The day after the last election , his wife , Elizabeth , was diagnosed with breast cancer .	the day after the last election , he wife , Elizabeth , be diagnose with breast cancer .
In Your Honor would have been leaps and bounds better if it were condensed to one disc that offered the cream of the crop .	in you honor would have be leap and bound better if it be condense to one disc that offer the cream of the crop .
NAHA â€ ” A government agency on Tuesday started preparatory work off Nago in Okinawa Prefecture to conduct a geological survey for a proposed offshore airport to be partly used by the U.S. Marine Corps , but protesters forced suspension of the work .	"NAHA â€ "" a government agency on Tuesday start preparatory work off Nago in Okinawa Prefecture to conduct a geological survey for a propose offshore airport to be partly use by the U.S. Marine Corps , but protester force suspension of the work ."
Council will plumb this issue further in the fall .	Council will plumb this issue further in the fall .
Rep. Bart Gordon , the dean of Tennessee 's congressional delegation , retained his claim as the fastest member of Congress .	Rep. Bart Gordon , the dean of Tennessee 's congressional delegation , retain he claim as the fastest member of Congress .
- What will happen with the ShopKo Stock in the 401 ( k ) plan ?	- what will happen with the ShopKo stock in the 401 ( k ) plan ?
Funding of $ 35,000 has been allocated to develop a final plan for the proposal which will form the basis of a funding submission to the State Government .	funding of $ 35,000 have be allocate to develop a final plan for the proposal which will form the basis of a funding submission to the State government .
And as this example shows , they may or may not be useful .	and as this example show , they may or may not be useful .
As an assistant coach at Louisiana Tech , Mulkey - Robertson tried to recruit Chatman , who went on to play her college ball at LSU .	as a assistant coach at Louisiana Tech , Mulkey - Robertson try to recruit Chatman , who go on to play she college ball at LSU .
With more than 175 offices in 45 countries , Career Partners International ( www.cpiworld.com ) is a world leader in human resources consulting services .	with more than 175 office in 45 country , Career Partners International ( www.cpiworld.com ) be a world leader in human resource consulting service .
Whatever their faults , Lenin and Stalin never had any money . 7107 Although the Jordan mechanics tried to fix the problem they were unable to and had to send for new parts , which were sent to the circuit overnight enabling the team to fix the problem . 7108 â€œ It â€ ™ s all open â€	whatever they fault , Lenin and Stalin never have any money . 7107 although the Jordan mechanic try to fix the problem they be unable to and have to send for new part , which be send to the circuit overnight enable the team to fix the problem . 7108 â€œ it â€ ™ be all open â€
Clearwater Campbell faces a single misdemeanor count of obstruction of a police officer .	Clearwater Campbell face a single misdemeanor count of obstruction of a police officer .
Piasecki had two choices & mdash ; complain about it or work harder for next year .	Piasecki have two choice & mdash ; complain about it or work harder for next year .
Lonsdale B and Longridge Cons B share third spot on 52 points .	Lonsdale B and Longridge con B share third spot on 52 point .
He said he can not recall any decision by the commissioners to buy the Robbins water system although he is aware that the issue has been discussed by Robbins and county officials .	he say he can not recall any decision by the commissioner to buy the Robbins water system although he be aware that the issue have be discuss by Robbins and county official .
Survival and mission accomplishment is dependent upon maintaining situational awareness .	survival and mission accomplishment be dependent upon maintain situational awareness .
