word	lemma
This is generally tasked with determining strategy.	this be generally task with determine strategy.
This is in part why AES( for instance) has an affine mapping after the inversion.	this be in part why AES( for instance) have a affine mapping after the inversion.
This IsKent. 10 February 2012.	this beKent. 10 February 2012.
This is known as the zero property of multiplication:::; Negation Negative one times any number equal to additive inverse that.	this be know as the zero property of multiplication:::; negation negative one time any number equal to additive inverse that.
This is largely because Marillion have– how can we put this kindly?	this be largely because Marillion have- how can we put this kindly?
This is largely what meant by the term' Linnaean taxonomy when used in a modern context.	this be largely what mean by the term' linnaean taxonomy when use in a modern context.
This is misleading, as performance will double only if traffic patterns are symmetrical.	this be misleading, as performance will double only if traffic pattern be symmetrical.
This is most often done in response to stress.	this be most often do in response to stress.
This is not historically accurate, as in reality Edward“ Blackbeard” Teach/ Thatch died decades before Heart of Oak was written or composed.	"this be not historically accurate, as in reality Edward"" Blackbeard"" Teach/ Thatch die decade before Heart of Oak be write or compose."
This is now known as the HCR Principle.	this be now know as the HCR principle.
This is obviously a danger only if the microwave oven becomes physically damaged, such as insulator cracks or when magnetron opened and handled directly should not be concern during normal usage.	this be obviously a danger only if the microwave oven become physically damage, such as insulator crack or when magnetron open and handle directly should not be concern during normal usage.
This is often due to the fact that Unicode encodes characters rather than glyphs( visual representations of basic character vary from one language another).	this be often due to the fact that Unicode encode character rather than glyph( visual representation of basic character vary from one language another).
This is often useful for isolating subjects from backgrounds as in individual portraits or macro photography.	this be often useful for isolate subject from background as in individual portrait or macro photography.
This is probably a distillation of the word brisinga.	this be probably a distillation of the word brisinga.
This is regarded as the foundation of Pasteur's fermentation experiment and disprove spontaneous generation life.	this be regard as the foundation of Pasteur's fermentation experiment and disprove spontaneous generation life.
This is represented in the figure of proton –proton and electron- capture chain reactions a star, available at NDM'06 web site.	this be represent in the figure of proton –proton and electron- capture chain reaction a star, available at NDM'06 web site.
This is similar to peripatric speciation in that a small population enters new habitat, but differs there no physical separation between these two populations.	this be similar to peripatric speciation in that a small population enter new habitat, but differ there no physical separation between these two population.
This is suspected to be the first case of sabotage in air.	this be suspect to be the first case of sabotage in air.
This is the basis of new drug- discovery tools, which aim to find drugs inactivate proteins involved in disease.	this be the basis of new drug- discovery tool, which aim to find drug inactivate protein involve in disease.
"This is the end of everything."""	"this be the end of everything."""
This is the famous example from Lewis Carroll's Alice in Wonderland, caterpillar sitting on mushroom.	this be the famous example from Lewis Carroll's Alice in wonderland, caterpillar sit on mushroom.
"This is the only"" written source provided by Boii themselves."	"this be the only"" write source provide by Boii themselves."
"This is the"" raw data which can be Fourier transformed to get actual spectrum."	"this be the"" raw data which can be Fourier transform to get actual spectrum."
This is the translation derived from The Register of Walter de Stapledon, Bishop Exeter 1307– 1326ed.F.C. Hingeston- Randolph( London 1892)p.169.	this be the translation derive from the Register of Walter de Stapledon, Bishop Exeter 1307- 1326ed.F.C. Hingeston- Randolph( London 1892)p.169.
"This is thought to be"" the world that then was mentioned in 2 Peter3:3– 7."	"this be think to be"" the world that then be mention in 2 Peter3:3- 7."
This is true in both the US and Europe.	this be true in both the US and Europe.
"This is usually done as a safety precaution, there have been robberies committed due to this practice of"" cab sharing."	"this be usually do as a safety precaution, there have be robbery commit due to this practice of"" cab share."
"This is when it the most crucial to call"" fore! let others who can not see know that you are ready throw or disc heading their way."	"this be when it the most crucial to call"" fore! let other who can not see know that you be ready throw or disc head they way."
This journey was postponed, as Linnaeus felt too busy.	this journey be postpone, as Linnaeus feel too busy.
This jukebox- like phonograph was invented by LouisT. Glass and WilliamS. Arnold.	this jukebox- like phonograph be invent by LouisT. Glass and WilliamS. Arnold.
This jump is called a cadence, and the final landing posture.	this jump be call a cadence, and the final landing posture.
This jurisdiction is entrenched and its authority could only be denied by a member nation if that asserts sovereignty withdraws from the union.	this jurisdiction be entrench and its authority could only be deny by a member nation if that assert sovereignty withdraw from the union.
This kind of visual dynamism was widely adopted by later manga artists.	this kind of visual dynamism be widely adopt by later manga artist.
This knowledge is used to develop computational models of human behavior and it has been improving over time.	this knowledge be use to develop computational model of human behavior and it have be improve over time.
This large range arises from the planet's high orbital eccentricity.	this large range arise from the planet's high orbital eccentricity.
This latter result is currently controversial, and there have been reputable studies supporting all sides on the issue.	this latter result be currently controversial, and there have be reputable study support all side on the issue.
"This law was upheld on appeal to the Sixth Circuit in 2003 grounds that"" it permitted partial birth procedure when necessary prevent significant health risks."	"this law be upheld on appeal to the Sixth Circuit in 2003 grounds that"" it permit partial birth procedure when necessary prevent significant health risk."
"This leads to a series ofever- shorter dipoles towards the"" front antenna."	"this lead to a series ofever- shorter dipole towards the"" front antenna."
This leads to very high ratios of peak- average input current, which also lead a low distortion power factor and potentially serious phase neutral loading concerns.	this lead to very high ratio of peak- average input current, which also lead a low distortion power factor and potentially serious phase neutral loading concern.
This led to additional negotiations regarding the initial launch titles that GCC had developed and then an effort find someone lead their new video game division, which was completed in November 1985.	this lead to additional negotiation regard the initial launch title that GCC have develop and then a effort find someone lead they new video game division, which be complete in November 1985.
This led to numerous injuries humans each year.	this lead to numerous injury human each year.
This led to resentment among the people in mostly Catholic south.	this lead to resentment among the people in mostly catholic south.
This led to the design of cylindrical Hall thruster.	this lead to the design of cylindrical Hall thruster.
This led to what is known as the First Kuwaiti Crisis, in which Ottomans demanded that British stop interfering with their empire.	this lead to what be know as the first kuwaiti Crisis, in which Ottomans demand that british stop interfere with they empire.
"This legislation was examined in McLeanv. Arkansas, and the ruling handed down on January 5 1982 concluded that creation- science as defined act"" is simply not."	"this legislation be examine in McLeanv. Arkansas, and the ruling hand down on January 5 1982 conclude that creation- science as define act"" be simply not."
This list is covered by the Directive 2005/ 36 EC.	this list be cover by the directive 2005/ 36 ec.
"This love, plus the for God that could be central focus of a person's faith would what Wesley referred to as"" fulfilment law Christ."	"this love, plus the for God that could be central focus of a person's faith would what Wesley refer to as"" fulfilment law Christ."
This made the king head of national religion and its chief executive.	this make the king head of national religion and its chief executive.
This makes it easier for people with few computer skills to work and use software.	this make it easier for people with few computer skill to work and use software.
This mall is the largest throughout Ankara region.	this mall be the largest throughout Ankara region.
This may also be done with racial, religious or ethnic favoritism; for instance Alawites in Syria have a disproportionate share of power the government and business there.	this may also be do with racial, religious or ethnic favoritism; for instance Alawites in Syria have a disproportionate share of power the government and business there.
This may be as a result of the inadequacy' r in languages.	this may be as a result of the inadequacy' be in language.
This may derive from a historical feudal system in which the Murabtin were vassals to Saʿada.	this may derive from a historical feudal system in which the Murabtin be vassal to Saʿada.
This may have put some pressure on other birds but at the time of early European contact( 18th Century) and colonisation 19th bird life was prolific.	this may have put some pressure on other bird but at the time of early european contact( 18th Century) and colonisation 19th bird life be prolific.
This may result in multiple levels of indirection.	this may result in multiple level of indirection.
This may seem out of step with his agnostic convictions, but he believed that the Bible's significant moral teachings and superb use language were relevant to English life.	this may seem out of step with he agnostic conviction, but he believe that the Bible's significant moral teaching and superb use language be relevant to english life.
This means that accessing volatile memory andnon-volatile storage use the same basic syntax, enabling a function to work on either local() or global non-volatile variables.	this mean that access volatile memory andnon-volatile storage use the same basic syntax, enable a function to work on either local() or global non-volatile variable.
This means that consumers perceive a particular trade dress as identifying source of product.	this mean that consumer perceive a particular trade dress as identify source of product.
This means that real money can be deposited for game and vice versa.	this mean that real money can be deposit for game and vice versa.
"This means that the Economic Committee faces particular difficulties at its disposal only relatively"" weak of implementation in comparison to other treaty bodies."	"this mean that the Economic committee face particular difficulty at its disposal only relatively"" weak of implementation in comparison to other treaty body."
This means that the original N( σ) lessk' is even and also k addition modulo two independent of sign.	this mean that the original N( σ) lessk' be even and also k addition modulo two independent of sign.
"This means that there is a somewhat"" troubling suspicion among some Americans their white America tainted by the black influence."	"this mean that there be a somewhat"" troubling suspicion among some Americans they white America taint by the black influence."
This means UTF- 16 code units are supported, but the file system does not check whether a sequence is valid( it allows any of short values restricted to those in Unicode standard).	this mean UTF- 16 code unit be support, but the file system do not check whether a sequence be valid( it allow any of short value restrict to those in unicode standard).
This method of manufacture is used in the construction interline- transfer devices.	this method of manufacture be use in the construction interline- transfer device.
This method of treading water is the preferred used by lifeguards and other aquatic rescue professionals because its efficiency simplicity.	this method of treading water be the prefer use by lifeguard and other aquatic rescue professional because its efficiency simplicity.
This method was used by Roman historians to determine the number of years from one event another, not date a year.	this method be use by Roman historian to determine the number of year from one event another, not date a year.
This mixture is filtered into two streams: solid( wax plus some solvent) and liquid oil.	this mixture be filter into two stream: solid( wax plus some solvent) and liquid oil.
This mixture of boron coordination numbers and formal charges is characteristic natural minerals.	this mixture of boron coordination number and formal charge be characteristic natural mineral.
This network also provides wireless mobile Internet connections as well, and covers the entire territory.	this network also provide wireless mobile internet connection as well, and cover the entire territory.
This network grew from Europe and the US to cover Canada, Hong Kong Australia by 1981.	this network grow from Europe and the US to cover Canada, Hong Kong Australia by 1981.
This notation means that the corresponding Slater determinants have a clear higher weight in configuration interaction expansion.	this notation mean that the correspond Slater determinant have a clear higher weight in configuration interaction expansion.
This notion allows him to claim many historical Greek philosophers( including Socrates and Plato), in whose works he was well studied as unknowing Christians.	this notion allow he to claim many historical greek philosopher( include Socrates and Plato), in whose work he be well study as unknowing Christians.
This occurs because inflating regions expand very rapidly, reproducing themselves.	this occur because inflate region expand very rapidly, reproduce themselves.
This occurs when a nail penetrates the wall and hits sensitive internal structures of foot.	this occur when a nail penetrate the wall and hit sensitive internal structure of foot.
"This official, known as the Chair of prefectural local authorities or"" superprefect( Hypernomarch) is elected by direct popular vote together with nomarchs she he supervises."	"this official, know as the chair of prefectural local authority or"" superprefect( Hypernomarch) be elect by direct popular vote together with nomarch she he supervise."
This offset analysis system continued for 3 years until their chains were proved to produce equivalent results.	this offset analysis system continue for 3 year until they chain be prove to produce equivalent result.
This often leads to the neglect of badly needed repairs when communities can not come an agreement among themselves about final shape a project.	this often lead to the neglect of badly need repair when community can not come a agreement among themselves about final shape a project.
This often resulted in shows like Price airing anywhere that they could be fit into a station's programming lineup, such as the early morning period or late- night slots.	this often result in show like price airing anywhere that they could be fit into a station's programming lineup, such as the early morning period or late- night slot.
This opened up Maliki fiqh to considerations of necessity and circumstance with regard the general welfare community.	this open up Maliki fiqh to consideration of necessity and circumstance with regard the general welfare community.
This option was chiefly employed as a defensive measure on two- seater reconnaissance aircraft from 1915.	this option be chiefly employ as a defensive measure on two- seater reconnaissance aircraft from 1915.
This organization had the task of managing final takeover that part country still held by Kuomintang; Tibet remained independent for another year.	this organization have the task of manage final takeover that part country still hold by Kuomintang; Tibet remain independent for another year.
This palaeomagnetic location of apparently glacial sediments( such as dropstones) has been taken to suggest that glaciers extended sea level in tropical latitudes at the time were deposited.	this palaeomagnetic location of apparently glacial sediment( such as dropstone) have be take to suggest that glacier extend sea level in tropical latitudes at the time be deposit.
This period included the General Strike of 1926, a crisis that government managed to weather despite havoc it caused throughout UK.	this period include the General Strike of 1926, a crisis that government manage to weather despite havoc it cause throughout UK.
This phase was supposed to last from 2003 2006.	this phase be suppose to last from 2003 2006.
This photo was taken by Special Service Ensign Kiyoshi Ōniwa from a Yokosuka B4Y off the carrier Hōshō.	this photo be take by special Service Ensign Kiyoshi Ōniwa from a Yokosuka B4Y off the carrier Hōshō.
"This phrase, however has been attributed to various people throughout military history including perhaps the earliest documented citation by Frederick II of Prussia when he was meant have said"" Rascals would you live forever?"	"this phrase, however have be attribute to various people throughout military history include perhaps the earliest document citation by Frederick II of Prussia when he be mean have say"" Rascals would you live forever?"
This planned joint publication was put to an end by Lakatos's sudden death in 1974.	this plan joint publication be put to a end by Lakatos's sudden death in 1974.
This plan, which was entirely radical and unheard of for the time further illustrates Jane's drive to remain a somewhat independent woman.	this plan, which be entirely radical and unheard of for the time further illustrate Jane's drive to remain a somewhat independent woman.
This policy proved deeply divisive, and quickly lost its importance as oil prices collapsed in themid-1980s.	this policy prove deeply divisive, and quickly lose its importance as oil price collapse in themid-1980.
This poor finish led Maharishi Mahesh Yogi to stop endorsing the Party and very few members renewed their membership in 2001.	this poor finish lead Maharishi Mahesh Yogi to stop endorse the Party and very few member renew they membership in 2001.
This portrait was Peter's gift to the King of England.	this portrait be Peter's gift to the King of England.
"This practice grew more and widespread until a 1986 NBC News investigation called"" The New Payola instigated another round of Congressional investigations."	"this practice grow more and widespread until a 1986 NBC News investigation call"" the New Payola instigate another round of congressional investigation."
This practice has meant that the name may be given to either excavation or bank.	this practice have mean that the name may be give to either excavation or bank.
This privacy in turn is believed to ease the comfort zone towards a physical relationship, which one of primary means bonding during initial days marriage.	this privacy in turn be believe to ease the comfort zone towards a physical relationship, which one of primary means bond during initial day marriage.
This problem can be overcome by using the data to change rather than set phase.	this problem can be overcome by use the data to change rather than set phase.
This process eliminates the possibility of local reverse engineering as code used to authenticate password does not reside on machine.	this process eliminate the possibility of local reverse engineering as code use to authenticate password do not reside on machine.
This process is said to have been accompanied by an evolution of consciousness which led up present human culture.	this process be say to have be accompany by a evolution of consciousness which lead up present human culture.
This process was the source of most language's distinctive nasal diphthongs.	this process be the source of most language's distinctive nasal diphthong.
This produced a deep and bitter split within the Australian community, as well members of his own party.	this produce a deep and bitter split within the australian community, as well member of he own party.
This programming feature had a profound influence on the nature of Babbitt's electronic music.	this programming feature have a profound influence on the nature of Babbitt's electronic music.
This prompted an unsuccessful bid by Britain in 1956 to buy back the Somali lands it had turned over.	this prompt a unsuccessful bid by Britain in 1956 to buy back the somali land it have turn over.
This provided an incentive for tourism from neighbouring countries.	this provide a incentive for tourism from neighbour country.
This provision became the cornerstone of English liberty after that point.	this provision become the cornerstone of English liberty after that point.
This radical body shape required a wing to remain stable at speeds over 180 mph.	this radical body shape require a wing to remain stable at speed over 180 mph.
This range contains three peaks exceeding convert: Pico de Orizaba( Citlaltépetl) the third highest mountain in North America—and Popocatépetl and Iztaccíhuatl near Mexico City.	this range contain three peak exceed convert: Pico de Orizaba( Citlaltépetl) the third highest mountain in North America—and Popocatépetl and Iztaccíhuatl near Mexico City.
This rank is subordinate to the Primus Pilus.	this rank be subordinate to the Primus Pilus.
This rectangle is tiled with 147 squares until a 21 left, which in turn leaving no uncovered area.	this rectangle be tile with 147 square until a 21 leave, which in turn leave no uncover area.
This reduced the thefts that had long plagued shipping industry.	this reduce the theft that have long plague shipping industry.
This reflects an anomalous coincidental situation wherein 10 counties begin with B, seven C and four L which is 21 of the 44.	this reflect a anomalous coincidental situation wherein 10 county begin with b, seven c and four L which be 21 of the 44.
This remote and forbidding coast is made doubly difficult to access during the months from October March by heavy surf driven before northeast trade winds.	this remote and forbid coast be make doubly difficult to access during the month from October March by heavy surf drive before northeast trade wind.
This repair enabled her to launch the Sea Hawks and Alizé, although she lost some cruising power.	this repair enable she to launch the Sea Hawks and Alizé, although she lose some cruising power.
This repression led to a growth of the PKI.	this repression lead to a growth of the pki.
This required the men to work in high radiation for extended periods.	this require the man to work in high radiation for extend period.
"This resulted in such renderings as"" repent rather than do penance( Matt3:2)."	"this result in such rendering as"" repent rather than do penance( Matt3:2)."
This resulted in the government having to give rations a group of people they were getting hardly any use out, and was just costing Soviet money.	this result in the government have to give ration a group of people they be get hardly any use out, and be just cost Soviet money.
This results in an exponential increase resistance with increasing speed.	this result in a exponential increase resistance with increase speed.
"This result was predictable because neither the essentially popularized and democratic tendencies of modern knowledge, nor economic views authors editors consent in a different way."""	"this result be predictable because neither the essentially popularize and democratic tendency of modern knowledge, nor economic view author editor consent in a different way."""
This reversal of emphasis is evidenced by the proliferation dual and more core processor designs notably, Intel's newer resembling its less superscalar P6 architecture.	this reversal of emphasis be evidence by the proliferation dual and more core processor design notably, Intel's newer resemble its less superscalar p6 architecture.
This rule does not apply to charges which cross a division of the field, is partly metal and colour; nor strictly speaking it prevent from consisting two metals or colours although this unusual.	this rule do not apply to charge which cross a division of the field, be partly metal and colour; nor strictly speak it prevent from consist two metal or colour although this unusual.
This run helped them secure the fifth playoff seed in Western Conference.	this run help they secure the fifth playoff seed in Western Conference.
This same kind of experience reportedly happened to him for a few hours each night over period about 1000 days during which he slept little but was able continue working full- time.	this same kind of experience reportedly happen to he for a few hour each night over period about 1000 day during which he sleep little but be able continue work full- time.
This scheming continued as is evidenced by the coin of both them.	this scheming continue as be evidence by the coin of both they.
This SD intelligence operation was akin to their earlier efforts in Austria; however, unlike the Czechs fielded own Secret Service against which Heydrich had contend.	this SD intelligence operation be akin to they earlier effort in Austria; however, unlike the Czechs field own secret service against which Heydrich have contend.
This service too was paid for.	this service too be pay for.
This shaped much of the course future European history.	this shape much of the course future european history.
"This"" sharing has caused a pseudo- religious cult or series of cults to grow up around the layouts and use drug."	"this"" share have cause a pseudo- religious cult or series of cult to grow up around the layout and use drug."
This shift led to Lee's expulsion from the party and formation of Taiwan Solidarity Union( TSU) by supporters on 24 July 2001.	this shift lead to Lee's expulsion from the party and formation of Taiwan solidarity Union( TSU) by supporter on 24 July 2001.
This should lead to constant striving for self- improvement.	this should lead to constant strive for self- improvement.
This sign was carried over to the new Busch Stadium and remains today.	this sign be carry over to the new Busch Stadium and remain today.
This simple analysis can also apply tonon-circular motion if only the component of which is perpendicular radius vector considered.	this simple analysis can also apply tonon-circular motion if only the component of which be perpendicular radius vector consider.
"This situation is unique to Israel."""	"this situation be unique to Israel."""
This situation persisted until a National Convention, charged with writing new constitution met on 20 September 1792 and became the de facto government of France.	this situation persist until a National Convention, charge with write new constitution meet on 20 September 1792 and become the de facto government of France.
This social divide between rich and poor favored the physical integration of corridor into housing by 19th century.	this social divide between rich and poor favor the physical integration of corridor into housing by 19th century.
This southern strategy also had the advantage of keeping Royal Navy closer to Caribbean, where British needed defend economically important possessions against French and Spanish.	this southern strategy also have the advantage of keep Royal Navy closer to Caribbean, where British need defend economically important possession against french and spanish.
This species was revealed as being called Magearna, and would officially be released in gameplay with the introduction of Pokémon Sun& Moon.	this species be reveal as be call Magearna, and would officially be release in gameplay with the introduction of Pokémon Sun& Moon.
This spiritual communion of viewer- painting artist/ prophet may be described within the limits words and images.	this spiritual communion of viewer- painting artist/ prophet may be describe within the limit word and image.
This spreads to any related issue, such as defining the age of city.	this spread to any related issue, such as define the age of city.
This spurred the need for free software or open source reimplementations of API from scratch.	this spur the need for free software or open source reimplementation of api from scratch.
This status did have disadvantages however.	this status do have disadvantage however.
This story established that both of them wanted to be in her good graces.	this story establish that both of they want to be in she good grace.
This story is narrated in the Gospel of Nicodemus and may be meaning behind 1 Peter3:18- 22.	this story be narrate in the Gospel of Nicodemus and may be meaning behind 1 Peter3:18- 22.
This study also found an inverse relationship between higher vitamin E( any form) intake and lower CHD risk in men women.	this study also find a inverse relationship between higher vitamin e( any form) intake and lower chd risk in man woman.
This suggests that firms will arise which can internalise the production of goods and services required to deliver a product, thus avoiding these costs.	this suggest that firm will arise which can internalise the production of goods and service require to deliver a product, thus avoid these cost.
This support persisted despite the assassinations of political opposition, massacre Haitians and Trujillo's plots against other countries.	this support persist despite the assassination of political opposition, massacre Haitians and Trujillo's plot against other country.
This system created a continental- sized network meant to connect every population center of50,000 people or more.	this system create a continental- size network mean to connect every population center of50,000 people or more.
This system focuses on controlling crime with swift judgment, bestowing full discretion police to handle what they perceive as a threat society.	this system focus on control crime with swift judgment, bestow full discretion police to handle what they perceive as a threat society.
This system is optimally expressed whenS. mutans cells reside in an actively growing biofilm.	this system be optimally express whenS. mutan cell reside in a actively grow biofilm.
This tactic can be dangerous when parties are unwilling to back down and go through with the extreme measure.	this tactic can be dangerous when party be unwilling to back down and go through with the extreme measure.
This tactic was especially used in the Fu, defended by Japanese and Italian sailors soldiers inhabited most of Chinese Christians.	this tactic be especially use in the Fu, defend by japanese and italian sailor soldier inhabit most of chinese Christians.
"This term is used to differentiate such a car from"" race, special custom- built designed only for racing purposes."	"this term be use to differentiate such a car from"" race, special custom- build design only for racing purpose."
This threat obliged the majority of them to remain in German army.	this threat oblige the majority of they to remain in german army.
This ties in with the initial PLUR approach upheld from earlier rave culture.	this tie in with the initial plur approach upheld from earlier rave culture.
This tribe lures in recruits from the main group by providing a feast of cooked pig and its members begin to paint their faces enact bizarre rituals including sacrifices beast.	this tribe lure in recruit from the main group by provide a feast of cook pig and its member begin to paint they face enact bizarre ritual include sacrifice beast.
This type of wall uses much less material than a traditional gravity.	this type of wall use much less material than a traditional gravity.
Thisupper-ontology has been developed in light of rigorous ontological principles inspired by the philosophical tradition, with a clear orientation toward language and cognition.	thisupper-ontology have be develop in light of rigorous ontological principle inspire by the philosophical tradition, with a clear orientation toward language and cognition.
This variant would have a top speed of Mach2.2, but with 20% shorter range.	this variant would have a top speed of Mach2.2, but with 20% shorter range.
This version of the language is commonly known as Ada 83, from date its adoption by ANSI but sometimes referred to also 87 ISO.	this version of the language be commonly know as Ada 83, from date its adoption by ANSI but sometimes refer to also 87 ISO.
This view finds expression both in her written life( βίος or vita) and the liturgical service honor that is included Menaion performed on annual feast- day.	this view find expression both in she write life( βίος or vita) and the liturgical service honor that be include Menaion perform on annual feast- day.
This view was not new, but previous writers presented an idealized.	this view be not new, but previous writer present a idealize.
This virus was first detected in Hong Kong early 1968, and spread to the United States later that year.	this virus be first detect in Hong Kong early 1968, and spread to the United States later that year.
This was also the largest rally by a road team in NFL history. citation After 7- 4 start, Browns would lose their final five games to finish 2014 season at 9 last AFC North	this be also the largest rally by a road team in NFL history. citation after 7- 4 start, brown would lose they final five game to finish 2014 season at 9 last AFC North
This was an early form ofE-mail, done with electromechanical gear.	this be a early form ofe-mail, do with electromechanical gear.
This was an improvement from the Minuteman- I and II models, which were only able to carry one large warhead.	this be a improvement from the Minuteman- I and ii model, which be only able to carry one large warhead.
This was an uncommon trait that not many colleagues andco-workers shared until his death, Kocher attributed all successes failures to God.	this be a uncommon trait that not many colleague andco-worker share until he death, Kocher attribute all success failure to God.
This was a strange hybrid creature that combined the head and torso of man with legs tail lion( cuneiform sign' UR simply refers to large carnivore; lions, wolves dogs are all included).	this be a strange hybrid creature that combine the head and torso of man with leg tail lion( cuneiform sign' ur simply refer to large carnivore; lion, wolf dog be all include).
This was, at least partially a reference to scene in the original A Nightmare on Elm Street where character Nancy Thompson( portrayed by Heather Langenkamp) watches Evil Dead television set her room.	this be, at least partially a reference to scene in the original a nightmare on Elm Street where character Nancy Thompson( portray by Heather Langenkamp) watch Evil dead television set she room.
This was back when( Ronald) Reagan the governor of California and he had a big function for all prisoners war who were released.	this be back when( Ronald) Reagan the governor of California and he have a big function for all prisoner war who be release.
This was common practice amongst Rodin's contemporaries, and sculptors would exhibit plaster casts with the hopes that they be commissioned to have works made in a more permanent material.	this be common practice amongst Rodin's contemporary, and sculptor would exhibit plaster cast with the hope that they be commission to have work make in a more permanent material.
This was described in a book published 1786, but Müller unable to obtain funding progress with the idea.	this be describe in a book publish 1786, but Müller unable to obtain funding progress with the idea.
This was despite Stubb being head of the Organisation for Security andCo-operation in Europe at time which heavily involved crisis.	this be despite Stubb be head of the Organisation for Security andCo-operation in Europe at time which heavily involve crisis.
This was despite the fact that Frankfurt already had most of required facilities and using Bonn estimated to be 95 million DM more expensive than.	this be despite the fact that Frankfurt already have most of require facility and use Bonn estimate to be 95 million dm more expensive than.
This was different from what users were used to, and met with mixed reactions.	this be different from what user be use to, and meet with mix reaction.
This was discontinued with commencement of through service to Oakland after the opening Transbay Tube.	this be discontinue with commencement of through service to Oakland after the opening Transbay Tube.
This was followed by embankment of the major distributaries and damming minor, which took place in 11–13th century AD.	this be follow by embankment of the major distributary and damming minor, which take place in 11–13th century ad.
This was followed by the release ofDr. Octagonecologyst following year.	this be follow by the release ofDr. Octagonecologyst follow year.
This was his new operations center.	this be he new operation center.
This was Metallica's second gig.	this be Metallica's second gig.
"This was of great importance to William, not only for military reasons but also because his resolve command the personal loyaltyunder-tenants( though"" men their lords) by making them swear allegiance himself."	"this be of great importance to William, not only for military reason but also because he resolve command the personal loyaltyunder-tenant( though"" man they lord) by make they swear allegiance himself."
This was probably the most brilliant period of his career, and it is one which produced those works that have become famous.	this be probably the most brilliant period of he career, and it be one which produce those work that have become famous.
This was shortly followed by5.1 channel audio.	this be shortly follow by5.1 channel audio.
This was the first known attempt by a dramatist to reverse negative stereotype that Shylock personified. citation The depiction of Jews in literature throughout centuries bears close imprint	this be the first know attempt by a dramatist to reverse negative stereotype that Shylock personify. citation the depiction of Jews in literature throughout century bear close imprint
This was the first synthesis of a heteroaromatic compound.	this be the first synthesis of a heteroaromatic compound.
This was their second appearance at the festival since 2004.	this be they second appearance at the festival since 2004.
This was to be Balzac's life work and his greatest achievement.	this be to be Balzac's life work and he greatest achievement.
This water is then pushed up the tube by rotating helicoid until finally it pours out from top of.	this water be then push up the tube by rotating helicoid until finally it pour out from top of.
This water may cool enough in the Norwegian Sea to submerge into deeper layers; there it displaces that flows back North Atlantic.	this water may cool enough in the norwegian Sea to submerge into deeper layer; there it displace that flow back North Atlantic.
This way the frame will always reach its intended destination.	this way the frame will always reach its intend destination.
This will allow even more copies to be made in the future.	this will allow even more copy to be make in the future.
"''"" This will enable us to bring about the dispersion… presently empty areas ofJ&S."	"''"" this will enable we to bring about the dispersion. presently empty area ofJ&S."
This will mainly consist of tearing down highly contaminated buildings, digging up soil and quickly applying sticky substances to remaining surfaces so that radioactive particles adhere before radioactivity penetrates the building materials.	this will mainly consist of tear down highly contaminate building, dig up soil and quickly apply sticky substance to remain surface so that radioactive particle adhere before radioactivity penetrate the building material.
This will prevent any interrupt service routines from running( effectively preventing a process being preempted).	this will prevent any interrupt service routine from run( effectively prevent a process be preempt).
This work of literature is written almost entirely in rhyming couplets.	this work of literature be write almost entirely in rhyming couplet.
This would also include the continued operation of Patrouille Suisse on F- 5E until 2018.	this would also include the continue operation of Patrouille Suisse on F- 5e until 2018.
This would cause a roll error transient as the object passed through field- of view while sensor was locked onto Canopus.	this would cause a roll error transient as the object pass through field- of view while sensor be lock onto Canopus.
This would make it possible for every part to be subject control without there being any that always fills the role of controller( and so is self).	this would make it possible for every part to be subject control without there be any that always fill the role of controller( and so be self).
This would make it seem that Eva's sympathies were not specifically with Franco fascist Spain but all of Europe.	this would make it seem that Eva's sympathy be not specifically with Franco fascist Spain but all of Europe.
Thomas Birch's History of the Royal Society( 1756– 57) is one most important sources our knowledge not only origins, but also day- to running.	Thomas Birch's history of the Royal Society( 1756- 57) be one most important source we knowledge not only origin, but also day- to running.
"Thomas Jefferson, Resolutions Relative to the Alien and Sedition Acts 1798 warned that"" unless arrested at threshold would necessarily drive these states into revolution blood."	"Thomas Jefferson, Resolutions relative to the Alien and Sedition Acts 1798 warn that"" unless arrest at threshold would necessarily drive these state into revolution blood."
Thomas Paine wrote the second part of Rights Man on a desk in' Clio Rickman's house, with whom he was staying 1792 before fled to France.	Thomas Paine write the second part of rights man on a desk in's Clio Rickman's house, with whom he be stay 1792 before fly to France.
Thomas told her he had a terrible week, missed terribly and wanted to go bed with.	Thomas tell she he have a terrible week, miss terribly and want to go bed with.
Thompson( 1968)p. 13. The derivation of Lewis may bepre-Celtic see above and the origin Harris is no less problematic	Thompson( 1968)p. 13. the derivation of Lewis may bepre-celtic see above and the origin Harris be no less problematic
"Those20,000 slaves were freed immediately by the Emancipation Proclamation."""	"those20,000 slave be freed immediately by the Emancipation Proclamation."""
Those are well known and highly regarded poor areas of the city.	those be well know and highly regard poor area of the city.
Those designed for 12 V or 24 operation have compact filaments, useful good optical control also they higher efficiencies( lumens per watt) and better lives thannon-halogen types.	those design for 12 V or 24 operation have compact filament, useful good optical control also they higher efficiency( lumen per watt) and better life thannon-halogen type.
Those groups can form hydrogen bonds to one another and other compounds( except in certain large molecules where the hydroxyl is protected by steric hindrance of adjacent citation).	those group can form hydrogen bond to one another and other compound( except in certain large molecule where the hydroxyl be protect by steric hindrance of adjacent citation).
